login_time,session_len,user
50519.6908757,166.570167378,1.0
42374.728956,141.490283014,1.0
51453.3324079,59.4857081632,1.0
48226.5619274,378.416366225,1.0
55407.6151853,1122.4563848,1.0
49164.7674119,318.701755215,1.0
46120.6770097,33.9666999092,1.0
44823.295194,162.735162739,1.0
47879.6645904,994.221930625,1.0
50438.1656299,242.553534078,1.0
45377.1778837,74.0275628445,1.0
48961.7004036,452.920248684,1.0
53125.2425412,365.857698385,1.0
55012.71279,91.4533844823,1.0
61317.7555532,207.814993921,1.0
47983.4220155,244.318964828,1.0
56697.2703467,402.400033959,1.0
56007.9473567,778.339359352,1.0
49646.8844542,565.265825577,1.0
60138.9444589,58.7888502125,1.0
49335.8106107,163.663374832,1.0
51632.743866,150.72134499,1.0
44202.1162617,323.317681842,1.0
53474.3023837,358.910477603,1.0
60740.2971322,134.559936591,1.0
48054.8607673,670.241019338,1.0
48986.6456575,542.585069873,1.0
43076.4762774,386.139834192,1.0
52601.5671403,168.082339288,1.0
58886.6885558,216.527449717,1.0
49440.9656651,206.706063004,1.0
55997.7630562,277.23742861,1.0
47631.6855593,383.830399893,1.0
46680.6132321,386.948686792,1.0
39622.9935349,430.31404044,1.0
48501.2517181,327.837497096,1.0
53438.7723559,215.160489391,1.0
54347.9133038,473.946796759,1.0
50358.7768749,246.231841792,1.0
50153.0463049,587.137536496,1.0
64691.2468352,769.344915094,1.0
45802.4942377,82.9432033645,1.0
48632.7388658,722.468590405,1.0
48899.9054416,649.725200165,1.0
49182.7664385,362.23990127,1.0
57582.9692447,203.154925976,1.0
50284.1507873,173.065008692,1.0
52785.8205589,1500.8993999,1.0
47801.0949457,375.193921444,1.0
55105.3374113,533.036700677,1.0
61806.0939293,234.620858879,1.0
51217.2198516,34.0688031894,1.0
48533.5431538,52.6577669155,1.0
49481.9730855,645.069133804,1.0
48941.3684663,307.522116463,1.0
50550.8896367,76.9153890624,1.0
65057.535991,764.001898216,1.0
45114.6310973,59.9078496703,1.0
49199.7733694,72.1521531966,1.0
44796.5186056,219.640335269,1.0
59779.0258975,265.614421419,1.0
50871.3993727,127.627651381,1.0
48631.5418904,94.4520449852,1.0
46617.396388,32.374708515,1.0
57470.8665082,56.0914328088,1.0
49547.0745436,281.177743344,1.0
55545.1254541,339.983285884,1.0
49966.7423319,120.901158153,1.0
52122.2666801,192.088107393,1.0
53976.6804106,221.510950985,1.0
52588.5116633,250.035090632,1.0
52027.2254614,77.3725098543,1.0
49861.6538885,432.108019586,1.0
56168.9542661,377.726027744,1.0
56821.2504437,169.187999873,1.0
55915.5349509,1068.95456832,1.0
57012.0748563,198.502696477,1.0
58119.5463115,508.079064441,1.0
46208.5823653,426.197237627,1.0
44658.5080044,56.559487815,1.0
47412.2782724,974.942190424,1.0
55823.0610966,129.758830264,1.0
45561.9758309,36.7769780232,1.0
45365.4263289,498.818931987,1.0
40086.3932322,13.3497091495,1.0
56503.7139946,112.418380095,1.0
58022.7955828,37.6793817359,1.0
51711.0801545,120.001098503,1.0
51126.7030221,24.1569024698,1.0
49988.776537,216.579012963,1.0
50960.735961,20.4102043782,1.0
51926.8115081,3.13852365216,1.0
57560.7414706,5.88665464311,1.0
45195.7220321,18.6593303705,1.0
56590.4428003,542.005977662,1.0
50664.244597,37.1728657713,1.0
48740.7971552,222.229473333,1.0
54751.1428505,863.896173242,1.0
49864.4971648,109.601626447,1.0
54609.6522464,643.108856179,1.0
55535.0445008,1368.46182882,1.0
53801.2550623,666.902117762,1.0
43171.8515276,220.989622262,1.0
45345.7740748,1689.4796614,1.0
43501.3720805,246.772699997,1.0
47275.6903528,696.090225789,1.0
47779.8701345,501.483619273,1.0
55433.2854539,234.858768326,1.0
46282.1821825,819.160406012,1.0
53127.7634248,219.943635066,1.0
47302.8372632,212.709581569,1.0
57479.6777359,345.279792354,1.0
52697.5896468,550.281520299,1.0
42959.5227801,207.432382423,1.0
42894.2487636,113.715401784,1.0
47768.871639,102.801692723,1.0
51344.9834446,131.68427054,1.0
54190.2283539,506.634643403,1.0
50054.3833072,648.075253847,1.0
42264.3888543,226.943020951,1.0
49386.6490871,566.440284413,1.0
43484.7792156,0.968453024235,1.0
55549.6436137,751.487998268,1.0
54347.7527692,92.437581521,1.0
57602.2322423,29.2628370598,1.0
48896.043452,317.756459367,1.0
47830.3465025,729.019924251,1.0
54990.6300581,140.41421748,1.0
58799.5195105,866.92363675,1.0
51827.6499622,286.785711862,1.0
52441.2130115,570.659862618,1.0
42657.2554626,32.8077732479,1.0
45372.7656657,78.8766722992,1.0
57122.5271624,588.938704158,1.0
48838.1060284,275.253724597,1.0
54689.1341176,96.3842477365,1.0
50411.2024332,197.037582011,1.0
49209.4850802,83.7081386065,1.0
51037.2483159,399.984912805,1.0
48259.023986,1618.64525167,1.0
47767.1575431,113.005637023,1.0
57811.020019,56.0239818338,1.0
47103.6003787,178.586929101,1.0
52685.1412031,156.921616992,1.0
43766.7370033,471.97167502,1.0
56831.9595497,825.22966974,1.0
53932.2296178,913.938123559,1.0
59615.8313185,218.560546195,1.0
53844.8020845,499.891560726,1.0
52632.5069689,150.539031092,1.0
46962.8270322,268.611578435,1.0
52891.4533604,190.975995578,1.0
49746.0613138,610.570520656,1.0
45999.7847351,139.522768599,1.0
49353.0603435,499.569926068,1.0
51506.3668479,417.495462938,1.0
46918.2963063,155.123338674,1.0
45347.0712644,666.881923794,1.0
51343.8329704,406.538763138,1.0
53849.3513746,71.9544588241,1.0
49017.9488284,1172.67231552,1.0
53051.9130309,931.030856135,1.0
55598.4832957,237.461767963,1.0
47179.2763149,31.7894109054,1.0
49940.1786552,640.815526484,1.0
51909.3411276,349.126652967,1.0
43503.5088002,9.60539509243,1.0
46333.1563722,377.692097594,1.0
46008.9904862,464.51486996,1.0
61584.2811606,162.617825888,1.0
52951.0526735,492.847825055,1.0
42727.8585628,359.87711438,1.0
51394.1605615,347.35740596,1.0
52900.6152451,140.655327576,1.0
48279.6514287,230.638065366,1.0
44596.6232791,333.897241279,1.0
46251.4893899,1242.67045813,1.0
49774.6710875,658.055733185,1.0
48392.3226949,122.595075071,1.0
46115.7022881,93.2217960541,1.0
55507.0310381,884.079826192,1.0
40326.2136883,633.86036573,1.0
50084.3544532,551.413444997,1.0
43026.530175,122.834835303,1.0
48662.6096557,727.320068136,1.0
40259.364057,516.927072497,1.0
63722.3154064,330.938151258,1.0
50871.6391003,5.1995484141,1.0
50481.1621848,518.129630632,1.0
58293.1421314,124.159544368,1.0
50560.4518771,412.468775972,1.0
50545.9882476,350.690457511,1.0
53729.116618,595.976370563,1.0
54247.6519898,365.542464403,1.0
54100.3624067,510.507244608,1.0
50378.3076656,894.400496817,1.0
43498.5655791,2092.1505107,1.0
59048.7495457,196.259137637,1.0
50145.0149752,201.130679116,1.0
55816.3672636,255.948405862,1.0
50322.5929656,14.3165537463,1.0
49275.5634547,17.3320054922,1.0
57815.2559059,286.844768863,1.0
47390.9077976,42.2933967973,1.0
52322.5315852,129.36346051,1.0
56004.0749192,546.217302089,1.0
53548.1093475,604.40548514,1.0
57263.7696426,300.999263463,1.0
48094.7523781,286.08639451,1.0
46798.1002981,845.29064924,1.0
46786.6567428,374.988980542,1.0
44776.0934933,534.025025868,1.0
51504.1368651,9.11845057058,1.0
54688.2219447,547.552912176,1.0
51018.9019953,140.579337092,1.0
47002.5109952,384.375294113,1.0
67981.1316289,23.9910650975,1.0
54311.0059242,146.128183154,1.0
56214.4605102,101.89487214,1.0
49908.6797611,586.416309948,1.0
49069.8070873,44.6642316415,1.0
48661.2361679,369.208043372,1.0
43121.845,134.651621546,1.0
44818.4185391,0.663552444028,1.0
58256.672871,161.374820413,1.0
51317.736655,71.9030164211,1.0
46619.7602325,214.517316116,1.0
48797.636246,142.829627729,1.0
56400.7748775,17.2054058181,1.0
48042.5634439,256.129498713,1.0
50914.3998295,36.8027869304,1.0
52206.9904372,21.9315229573,1.0
42881.672415,59.9588318293,1.0
56304.6974092,770.516249171,1.0
49732.8352642,1379.74470259,1.0
50974.3506754,655.938928969,1.0
51994.2395472,121.105779465,1.0
44791.4149999,31.9642804722,1.0
50016.2189219,88.9827787288,1.0
49201.4939444,167.221326737,1.0
50396.8806452,1045.21188315,1.0
59272.2191632,532.826269835,1.0
52814.4204846,233.018002192,1.0
46158.8005117,527.804273817,1.0
45806.3241955,265.075250448,1.0
55674.2596724,477.668899857,1.0
45493.7736175,314.105383956,1.0
36533.3639973,330.715589266,1.0
55746.2733553,560.018578964,1.0
47751.7570864,55.7278762589,1.0
54982.5852877,785.162421443,1.0
53888.6809864,226.612988588,1.0
56494.6429411,253.778450863,1.0
47524.2279287,678.893118434,1.0
44563.2353696,89.4547357977,1.0
59823.6423736,37.3488359701,1.0
57247.0921885,80.4798483983,1.0
49547.89839,168.306057358,1.0
49072.5981066,403.81491426,1.0
54439.0630712,86.0561926898,1.0
59844.3783118,726.209147897,1.0
52585.031849,150.649718017,1.0
46451.0727938,320.332046179,1.0
59003.5165272,65.5756496322,1.0
46142.1958141,174.841371542,1.0
51353.0576773,528.316013849,1.0
41360.9157113,76.0158952336,1.0
45040.225171,572.255463519,1.0
50121.4569544,53.5450734714,1.0
49624.6327627,439.925386135,1.0
52344.5140415,642.644568215,1.0
50376.1868416,201.128154326,1.0
49019.9800646,479.185504198,1.0
59422.0036671,191.547523865,1.0
52153.6914474,249.804075813,1.0
59766.0053592,276.979795689,1.0
48833.9444778,886.033538061,1.0
53476.666416,218.718333582,1.0
58598.2778467,526.088828697,1.0
54201.9679118,430.885034095,1.0
48339.3327414,268.447670026,1.0
52168.0988616,80.5882746875,1.0
43609.8574919,379.001542077,1.0
47873.3968665,103.594150483,1.0
46049.0212979,821.339991661,1.0
45989.1715175,260.181565228,1.0
53801.7826535,523.703999746,1.0
48613.2661704,585.925526681,1.0
51640.4108039,318.628183178,1.0
60267.4535429,188.72097017,1.0
53710.6109638,729.293694938,1.0
57899.3611311,186.00893273,1.0
53192.2779608,211.744338207,1.0
46994.8404853,494.837933213,1.0
48626.2422604,988.545605284,1.0
50495.0876834,250.492716517,1.0
45156.5798573,75.139810079,1.0
51357.1186039,74.0419716647,1.0
57928.272846,365.064807745,1.0
52366.8558802,220.356464009,1.0
56996.318927,420.467037981,1.0
51422.2910672,16.6767619543,1.0
46848.599476,77.9710321774,1.0
50817.8542578,235.991940163,1.0
52336.5557778,471.197642279,1.0
47807.9176082,291.061373715,1.0
53398.9674395,39.0321997315,1.0
56161.5137355,563.722898769,1.0
47454.884369,520.801608267,1.0
58426.6456521,14.8093616131,1.0
48232.5679868,79.2956435816,1.0
51131.0404621,62.7115371917,1.0
48464.3478113,346.674475374,1.0
58961.2160002,860.353624672,1.0
55210.4481099,215.670001686,1.0
60419.8326475,534.718575734,1.0
45083.3361289,79.3095250369,1.0
54166.1208813,626.570842102,1.0
45986.0917519,13.9208962609,1.0
45706.781944,1205.29715981,1.0
54255.6335838,147.968914893,1.0
47043.092362,34.0291152231,1.0
50698.2786733,448.219044944,1.0
41623.5211452,384.772477268,1.0
49638.5216837,276.165777954,1.0
52225.1962699,1119.49922057,1.0
42656.2908428,62.8879628218,1.0
49993.6912096,46.9725356343,1.0
45534.0080873,86.8858740263,1.0
62682.0953977,35.3666282479,1.0
51128.6087041,82.6239536924,1.0
52356.1888131,408.028856314,1.0
52704.1265019,12.8434212897,1.0
53318.0475614,1196.84456481,1.0
51795.2897482,103.266081254,1.0
42519.5746928,492.232351613,1.0
52374.6645885,1159.82095744,1.0
55062.7561076,228.538903462,1.0
47409.4257769,113.343813458,1.0
53752.0386391,704.32333023,1.0
52540.6213471,1135.04577387,1.0
46521.7172819,272.808955088,1.0
50982.3074394,191.57702826,1.0
50342.3485609,1061.57276321,1.0
53747.3818513,489.105878354,1.0
44741.783998,12.8540930957,1.0
52000.3705919,248.178755618,1.0
54415.8270085,213.590054678,1.0
50749.0067327,787.297678493,1.0
57212.9349575,408.977057613,1.0
50723.2439216,122.377007377,1.0
44898.5771393,81.7061374697,1.0
49030.7410579,344.601946456,1.0
57411.394077,484.293338127,1.0
46370.2262913,642.456779657,1.0
63388.1229207,78.9985756499,1.0
50002.3794389,477.351034072,1.0
46819.4796799,1163.7804843,1.0
46140.4642467,55.0001605777,1.0
49309.9112475,16.6583028817,1.0
59171.2987873,487.047664932,1.0
48756.5741392,30.960772807,1.0
48468.5969178,435.615099063,1.0
53399.7387097,203.678172266,1.0
46533.7152183,281.130445494,1.0
49183.6902806,194.082233076,1.0
54816.4070257,464.32666201,1.0
60025.1379742,1.21464295014,1.0
50817.1698092,1051.5753537,1.0
49651.6849265,1966.88454648,1.0
53477.4261313,414.548934743,1.0
50896.5786577,990.242132878,1.0
50007.7667702,402.625353451,1.0
56779.978017,305.788125918,1.0
51476.7859224,1605.8144556,1.0
46617.5313596,103.451982709,1.0
48723.0218958,84.7557273979,1.0
40631.4641129,323.821426581,1.0
52099.9160419,4.17631797364,1.0
48555.5636277,88.4670515779,1.0
44640.3029003,146.768849273,1.0
45318.3264517,368.53236481,1.0
50289.0468229,514.586914948,1.0
51644.2103907,275.51666801,1.0
52493.635697,12.7684760014,1.0
54666.3708608,507.275957676,1.0
58101.3329483,441.137455124,1.0
49161.8272174,274.855747861,1.0
51801.4511108,784.139031321,1.0
54410.2021444,426.090395234,1.0
47778.4476773,10.947331323,1.0
45267.8549219,178.702105511,1.0
47609.5132399,116.673079879,1.0
63469.877078,503.260117766,1.0
46131.9535533,108.843067839,1.0
47105.4281723,335.584915939,1.0
37512.8854226,147.068076277,1.0
55207.9383616,109.466751847,1.0
65821.8898665,329.49523193,1.0
54872.6927368,676.574650073,1.0
47970.1476275,56.658445404,1.0
42757.8657291,274.424091916,1.0
46322.4328468,370.145701316,1.0
44677.7039834,18.5031370099,1.0
47066.2692466,619.085875467,1.0
58490.5892709,332.100989172,1.0
50879.5248859,405.757323605,1.0
49148.9454422,466.121601984,1.0
50127.2932591,260.110644999,1.0
49067.3604535,49.5444267869,1.0
51307.5831296,583.914583265,1.0
51954.9763858,60.2584972349,1.0
50785.6561409,167.299861168,1.0
55339.4162081,15.8580369925,1.0
44061.6300341,355.318300656,1.0
49964.8694273,293.312007805,1.0
49538.2423463,220.42449576,1.0
48009.0210875,287.309240766,1.0
53617.345126,237.054105043,1.0
51796.1684463,142.643371189,1.0
51651.2321353,418.287232865,1.0
52839.9023531,1487.28067265,1.0
50628.2892724,454.825209381,1.0
53389.4717147,237.084969799,1.0
55507.9389439,163.573626543,1.0
43774.6442701,31.8477515816,1.0
51338.8438769,374.149548747,1.0
46675.5950496,973.740627226,1.0
53325.2749242,67.3792796504,1.0
47752.8376507,294.084706123,1.0
51052.8904114,244.855783192,1.0
52107.4274403,87.7305997608,1.0
50791.1180277,389.399707627,1.0
56319.5843031,1871.82011539,1.0
39083.9839335,258.28168529,1.0
43064.143783,53.3224553944,1.0
54246.238947,1339.23539948,1.0
53179.4471813,234.279808856,1.0
51959.0685554,125.027770186,1.0
49833.774193,108.144132631,1.0
52268.6114497,106.855498369,1.0
48232.4755887,194.691568492,1.0
56376.429984,235.571176137,1.0
56856.5712795,244.401558653,1.0
54184.1426468,44.501926349,1.0
50827.951329,169.132023636,1.0
39439.7751777,87.6719673992,1.0
55283.4519882,12.6066826063,1.0
57235.3407139,494.08127406,1.0
48769.238471,415.244140071,1.0
46109.9437053,711.969804318,1.0
52294.1060881,169.681429963,1.0
55109.6485005,471.522186079,1.0
52796.0812425,201.272616478,1.0
49626.2718225,393.628457867,1.0
52010.3019664,11.7397080145,1.0
44766.9665497,0.613348695236,1.0
45864.6610868,1138.69946948,1.0
57157.6438547,30.4144604338,1.0
52373.7774154,575.903092194,1.0
44652.4939235,351.740014463,1.0
39883.6498068,593.320049395,1.0
51093.0645997,1371.35448989,1.0
53067.2849161,485.003821631,1.0
56464.1515349,956.0760626,1.0
60910.0731399,3.08511157147,1.0
54817.3945876,568.806765646,1.0
51686.257971,602.477565285,1.0
50157.4618862,361.987652891,1.0
51658.5691374,32.7308148119,1.0
56236.7024721,406.295145083,1.0
51104.6356142,147.524617591,1.0
66655.1101666,444.434386205,1.0
51274.3619648,231.666407336,1.0
59680.4269629,68.3089614318,1.0
46144.6730456,2.70978628948,1.0
52232.4276355,1285.21637101,1.0
45373.9290366,363.776255333,1.0
50836.0914462,279.843081352,1.0
50210.6678524,24.9711074653,1.0
55658.6364764,82.1215267213,1.0
48447.9691903,201.186217255,1.0
43681.2733847,363.583968627,1.0
49974.1518063,132.742178971,1.0
53592.8420756,139.105641445,1.0
43317.8278479,217.353933197,1.0
45048.0331692,300.232518213,1.0
51644.7443144,559.698877922,1.0
56551.0807812,147.397144697,1.0
56560.5740263,219.944569415,1.0
44561.1671905,136.319843539,1.0
52810.5441862,779.913951919,1.0
38889.0264585,488.096093967,1.0
47040.0615881,175.190567333,1.0
49328.1677795,746.893317894,1.0
51359.7693987,191.546687839,1.0
55131.7118181,536.753415009,1.0
39456.3397951,2.30539278194,1.0
53167.545864,87.5164792955,1.0
47852.7098895,879.96695346,1.0
51867.0917015,355.400771101,1.0
57924.898756,966.510673028,1.0
45004.1146746,505.436130904,1.0
50333.2955448,673.052860056,1.0
49784.6478233,20.5871806345,1.0
40100.0631596,171.460250373,1.0
51763.7912371,578.457127093,1.0
52065.9862156,24.4437431243,1.0
47328.4240186,108.44483617,1.0
53275.9929434,2793.62841337,1.0
48426.8384812,1179.97470413,1.0
55279.1024788,20.5237744645,1.0
52252.9892597,1121.65388864,1.0
57657.4551609,714.465140149,1.0
53980.9104261,224.61952013,1.0
47494.8569744,379.960451969,1.0
46823.3029899,186.438031346,1.0
51866.7694411,1.07083569196,1.0
56705.8950785,500.709821366,1.0
48920.388085,202.46206037,1.0
43912.028156,76.7507415634,1.0
51614.5073796,154.149903369,1.0
53288.9171464,234.996913779,1.0
55520.8209994,363.065373378,1.0
50473.6046306,405.406341168,1.0
45184.1409978,225.436278198,1.0
48083.1086692,203.509598486,1.0
55575.3154233,94.7010232975,1.0
47762.6736186,773.226448148,1.0
52712.8063338,36.1648578868,1.0
43666.3797832,366.359389273,1.0
55344.8417682,746.353184433,1.0
45695.3325947,36.5349261449,1.0
37340.4062071,70.2054302552,1.0
45426.532387,277.212523728,1.0
48738.325116,1147.75091626,1.0
46866.8492289,2.55147952427,1.0
48266.7669166,284.82892485,1.0
54499.7930959,1059.61258152,1.0
47571.3260783,121.747097609,1.0
53016.491647,24.6065910894,1.0
48793.1334112,202.972240208,1.0
51069.6293603,194.708177757,1.0
42257.3343569,109.063906397,1.0
53473.8318358,961.155763262,1.0
50098.0941444,95.0610988384,1.0
47295.8580725,1591.45515887,1.0
52969.1798409,144.499276146,1.0
45536.9030883,902.121950872,1.0
40062.3269622,68.6081147332,1.0
44566.0794644,140.754283604,1.0
53135.422402,551.104068138,1.0
54514.5603273,96.3359577463,1.0
43200.7205272,339.95668444,1.0
45574.596424,56.1491693865,1.0
43898.569252,42.4602225203,1.0
42638.2988925,151.214426935,1.0
48776.1711893,84.9242120826,1.0
54715.0161676,195.912966732,1.0
39907.1271469,263.50560818,1.0
56121.3022751,35.7151525807,1.0
43936.6018139,533.733192678,1.0
55138.4568462,397.58753159,1.0
57655.3100221,93.5488173515,1.0
59558.1424837,613.018599624,1.0
45769.7303092,120.139365819,1.0
50688.9904082,33.3928322111,1.0
54169.0374245,241.703230522,1.0
57049.2551648,1214.99037173,1.0
50280.0221174,493.636307584,1.0
52227.3176349,334.822071566,1.0
56788.2389482,131.15393779,1.0
58449.2644378,1137.25595671,1.0
57922.0818499,78.7166656986,1.0
54031.2040647,218.807751609,1.0
53362.1107185,228.859556241,1.0
51309.0163252,503.665505337,1.0
53597.7111601,72.7026099629,1.0
52760.2225235,170.46639201,1.0
50474.4597691,60.0067795102,1.0
49646.5847818,184.865141793,1.0
52128.7412639,813.94159939,1.0
50565.1739856,140.263966565,1.0
53688.86701,69.3469801995,1.0
54099.7644319,17.092366587,1.0
56959.1977029,406.18033043,1.0
42106.3148636,181.918532577,1.0
57308.1307574,130.823832947,1.0
44315.7317389,6.30185422178,1.0
44378.863594,4.22500020214,1.0
45436.4371306,205.98905923,1.0
54439.8453622,241.35461497,1.0
47510.5652287,85.715831682,1.0
49623.0162722,115.628382179,1.0
53256.9260695,182.827838082,1.0
52416.762955,1113.88804361,1.0
41441.4223324,511.587708768,1.0
48545.9740156,63.4990040213,1.0
59896.6839549,108.520740942,1.0
48947.6045923,391.8327004,1.0
53916.0168658,62.4819415822,1.0
47435.7534758,32.6733856598,1.0
50552.0451076,4.41407366075,1.0
46976.839173,170.364457487,1.0
48993.7907436,2.15336482819,1.0
50235.301576,426.845291405,1.0
52807.8150907,42.1789685217,1.0
52370.3161177,161.381613922,1.0
58336.45778,114.69418175,1.0
54046.9419835,521.839436833,1.0
46568.4009484,819.465439063,1.0
52170.7063207,668.546000883,1.0
50669.2550525,500.54178315,1.0
48691.6985128,469.08897876,1.0
55566.527281,1626.02986853,1.0
44187.7320054,430.019717776,1.0
44846.0083597,615.773306607,1.0
53066.5345573,375.320441804,1.0
43211.6245575,167.994271823,1.0
46548.9226218,956.109437186,1.0
38638.6774724,60.3888781671,1.0
53667.6147329,623.520992779,1.0
48670.8974753,255.647136766,1.0
53544.2476841,308.097659376,1.0
51698.4423157,278.215627623,1.0
55434.1473237,608.814870349,1.0
52777.386409,116.036683063,1.0
53969.4592775,354.475903838,1.0
46013.2457693,1689.7880144,1.0
57016.8187346,325.262769166,1.0
53364.9085518,726.424460308,1.0
51130.8279206,103.706264468,1.0
50805.6304318,72.8125486343,1.0
53208.4209779,114.154308933,1.0
52247.6095898,255.801550555,1.0
49146.71713,216.962362663,1.0
47868.5498076,217.453456003,1.0
46652.7349402,3.47132233507,1.0
59370.6720269,1134.6069209,1.0
45371.2316572,21.1104614381,1.0
54141.2380957,22.6264707796,1.0
47937.5244986,34.1944232527,1.0
48126.6506253,317.954087312,1.0
51932.8637308,888.528266951,1.0
45142.7271313,117.558009166,1.0
45091.5891809,878.550164513,1.0
57193.8394574,366.944213467,1.0
46187.3936733,8.28407385476,1.0
53261.4945052,193.994309492,1.0
37623.3049133,747.148041803,1.0
48734.1786319,486.952639643,1.0
46029.273194,69.5125199929,1.0
54331.7588806,129.16325011,1.0
51246.8794728,798.712639297,1.0
40932.5187537,581.002685124,1.0
38655.889978,362.53765442,1.0
53134.3702453,1.12552315689,1.0
36515.792776,153.831497945,1.0
44708.9802395,1655.44301234,1.0
41470.8883951,348.999660899,1.0
53986.4539999,31.5067948764,1.0
48523.6539843,369.966281597,1.0
49459.5525654,72.0198592559,1.0
53832.9605603,65.9196261083,1.0
55167.0320003,297.260982696,1.0
55419.5223182,208.101213696,1.0
48800.146835,104.568575121,1.0
43527.1188925,396.364886282,1.0
35960.2306862,103.492725581,1.0
52335.8290724,153.099871436,1.0
48568.6185442,141.119664943,1.0
53408.6944296,959.969756602,1.0
52303.0508529,253.503205606,1.0
47157.8045677,3.78250276691,1.0
49152.962218,76.2422548794,1.0
46669.4634197,596.372613072,1.0
44243.4591372,387.946257436,1.0
65533.0504473,84.4284651654,1.0
52274.359906,298.527491813,1.0
59403.237063,18.9319702017,1.0
56202.2675321,88.0746652502,1.0
47600.3968671,609.150180085,1.0
44584.1096302,274.445655434,1.0
49358.2791173,653.36026108,1.0
53120.3690625,298.515420058,1.0
43785.5967149,10.949216549,1.0
43281.0937491,286.663141843,1.0
51415.7213361,179.903403317,1.0
55271.3620025,143.250965879,1.0
55484.4039516,9.50248434179,1.0
52047.4729387,683.820058136,1.0
44346.5356014,45.6384750684,1.0
51090.3882674,44.2756434314,1.0
41835.5218885,52.2936188325,1.0
54662.1041808,249.84504948,1.0
52614.6781902,408.66518342,1.0
54325.0340473,787.545379649,1.0
46302.0226006,186.757777635,1.0
45172.7187259,366.17693472,1.0
57371.7145271,203.108703381,1.0
43233.9694181,928.2942612,1.0
48126.2749484,23.7072057013,1.0
50367.2529234,819.186527231,1.0
48258.9158699,158.847849042,1.0
51043.49245,43.8217412791,1.0
